8386,2024-08-04,973.1
11955,2024-05-04,58.26
8883,2024-01-28,646.77
10438,2024-02-24,671.62
7619,2024-04-11,267.26
500,2024-08-17,73.13
7198,2024-02-11,57.14
7023,2024-09-06,541.66
5660,2024-06-29,28.56
13674,2024-02-16,36.26
4188,2023-11-19,332.27
14319,2024-10-04,297.23
14267,2024-04-20,885.71
6751,2024-04-28,882.84
12054,2023-12-29,102.48
9465,2024-10-10,24.58
3029,2024-07-19,664.86
798,2024-10-08,827.36
6325,2024-01-02,548.07
2074,2024-03-17,102.35
13526,2024-09-20,450.84
5226,2024-04-12,320.63
10182,2024-04-14,292.74
1732,2023-12-14,914.01
1595,2024-10-31,494.85
1660,2024-02-04,372.86
6204,2024-04-07,549.02
195,2024-03-14,821.41
9773,2024-10-29,128.81
5083,2024-08-14,226.17
9705,2024-03-06,526.31
7605,2024-10-24,565.55
10406,2024-09-13,68.84
6232,2024-04-30,524.4
10205,2024-04-19,641.16
9342,2023-12-01,345.35
7299,2023-12-02,439.62
246,2024-07-25,179.11
5189,2024-05-24,24.44
5854,2024-09-12,483.56
5029,2023-11-23,912.06
8809,2023-12-15,366.93
8656,2024-01-04,737.66
11589,2024-10-01,224.3
483,2024-08-11,556.46
1417,2024-07-25,692.27
3529,2024-07-29,64.31
10217,2024-05-11,820.38
1401,2024-06-01,445.58
14780,2024-07-26,941.55
14491,2024-05-15,987.83
9960,2024-08-01,909.9
14323,2024-09-28,986.83
932,2024-01-01,458.15
8458,2024-04-22,822.36
7823,2024-03-09,440.72
8393,2024-08-03,105.38
7984,2024-02-04,175.47
3478,2024-02-02,953.38
3485,2024-05-29,144.47
1683,2024-08-11,173.84
404,2024-03-17,843.03
10250,2024-11-02,49.41
4970,2024-04-22,476.72
13791,2024-10-31,405.01
3985,2024-09-12,670.09
4915,2024-05-11,767.83
10082,2024-03-21,92.03
8322,2024-08-22,273.68
4762,2024-05-26,849.85
9180,2024-03-26,787.86
606,2024-06-07,923.72
4856,2024-09-08,888.6
3256,2024-02-21,152.66
4776,2024-09-14,721.28
1410,2024-01-03,892.62
1657,2023-12-01,854.44
9541,2024-05-23,340.95
2573,2024-10-14,565.68
255,2024-09-19,413.43
5927,2024-08-04,768.11
12666,2024-02-18,468.79
7180,2023-12-11,987.45
10435,2024-03-05,908.44
12448,2024-02-29,213.64
5592,2023-12-22,135.48
5344,2024-05-21,59.44
10345,2024-05-23,217.59
11093,2024-09-04,937.96
4829,2024-01-03,476.04
121,2023-11-07,883.89
10372,2024-03-01,907.87
7790,2024-01-12,283.85
857,2023-12-08,36.94
7895,2024-07-23,767.12
3907,2024-04-30,998.53
3453,2024-02-08,240.36
14704,2024-05-03,655.69
4420,2024-05-06,543.42
9516,2024-05-15,205.42
5622,2024-02-03,507.24
12141,2024-04-25,438.76
8999,2024-02-26,305.09
13721,2024-10-29,684.36
13107,2024-10-27,189
4987,2024-02-23,181.19
8320,2024-07-04,664.03
784,2023-12-22,133.01
11403,2024-02-20,65.4
11821,2024-05-04,966.03
4469,2024-01-11,225.32
6492,2024-01-03,669.57
13155,2024-06-22,737.9
10687,2024-03-12,509.7
11378,2024-08-20,49.48
6374,2024-08-23,520.7
5257,2024-02-22,676.87
8660,2024-07-11,456.86
9536,2024-08-14,712.64
4534,2024-07-15,607.74
50,2024-07-21,695.19
8142,2024-02-12,76.69
13282,2024-01-04,842.77
6616,2023-11-10,797.63
4510,2023-12-25,792.1
14833,2024-03-28,293.07
278,2024-06-17,530.99
9091,2024-10-20,380.26
3282,2023-11-17,351.74
6511,2024-09-04,468.45
4412,2024-08-17,523.27
7604,2024-05-09,917.43
2693,2024-06-17,145.7
2192,2024-08-28,475.27
13113,2024-02-23,369.54
13589,2024-01-08,614.53
7906,2024-07-17,571.6
14198,2024-10-25,20.46
5500,2024-05-04,653.79
8500,2024-01-27,641.3
975,2024-10-08,554.3
2094,2024-03-28,560.43
13717,2023-12-20,753.02
10011,2024-09-04,948.23
5931,2024-01-25,433.39
9385,2024-04-06,798.49
1196,2024-11-01,498.37
10772,2024-07-14,40.72
2309,2024-07-26,832.71
8427,2024-09-02,673.49
10910,2023-12-18,922.53
2953,2024-02-01,96.75
3077,2024-11-02,893.46
12690,2024-02-24,437.37
2072,2024-02-15,53.64
4342,2024-02-14,900.52
13872,2024-05-25,280.2
3859,2024-10-22,314.97
9892,2024-03-16,388.97
7809,2024-01-17,63.41
6963,2024-10-22,380.76
13632,2024-01-15,255.02
8918,2024-07-24,420.1
5123,2024-02-20,289.13
2940,2024-05-23,809.09
13403,2024-05-15,56.66
10827,2023-11-08,809.72
5646,2023-11-10,888.17
9149,2024-07-13,622.5
12082,2024-05-13,279.44
13690,2023-11-23,617.66
5614,2024-10-31,163.57
12682,2024-01-23,517.38
7737,2024-04-15,92.26
13466,2024-09-09,694.35
7458,2024-10-03,283.48
8769,2024-01-03,963.4
13514,2024-01-25,564.2
6582,2024-08-09,942.49
7584,2024-06-18,309.72
13647,2024-06-08,794.94
9206,2024-09-15,940.43
12962,2024-05-18,804.79
5372,2024-11-02,512.12
5352,2024-06-09,826.68
3996,2024-01-18,640
142,2024-09-14,990.41
6617,2024-03-11,811.98
11422,2024-02-20,797
4246,2024-08-08,925.67
2441,2024-10-02,581.08
306,2024-01-23,588.22
3950,2024-09-10,951.6
13207,2024-08-25,942.1
40,2024-08-20,463.28
12174,2024-06-07,805.11
5595,2024-09-04,419.01
1606,2024-09-20,839
752,2024-06-30,945.52
580,2024-03-07,928.38
11623,2024-05-13,578.2
6526,2024-08-20,674.87
2411,2024-05-13,947.98
7417,2024-04-15,333.46
3692,2024-08-26,358.7
14294,2024-05-18,930.99
11704,2024-02-24,675.91
8196,2024-08-17,416.1
11697,2024-05-24,784.04
3659,2024-02-25,566.69
4224,2024-07-24,872.81
11762,2024-05-17,471.71
307,2024-09-09,142.43
5222,2024-09-18,58.87
6131,2024-08-26,645.42
13553,2024-03-17,108.23
1236,2024-07-09,513.89
12049,2024-01-02,79.92
12498,2024-05-27,245.74
154,2024-07-08,528.62
10473,2024-05-06,202.52
9978,2024-08-21,888.96
10415,2023-11-13,580.69
4919,2024-01-01,750.57
9980,2024-05-23,58.31
3994,2023-11-07,880
14410,2024-08-25,890.71
1869,2024-06-18,93.04
11030,2024-02-15,319.5
7710,2024-03-23,732.92
372,2023-12-11,696.56
2278,2024-01-03,661.58
1165,2024-08-23,930.7
14944,2024-01-06,152.72
5570,2024-09-27,794.58
7616,2024-03-27,584.5
5371,2024-05-04,214.9
8912,2024-10-29,777.46
9928,2023-12-10,388.93
12253,2024-08-16,989.4
187,2024-05-31,817.94
1455,2023-11-22,579.57
13405,2023-11-19,754.34
12450,2024-05-22,418.16
3830,2024-02-16,80.45
5609,2024-09-22,718.9
4730,2023-12-28,850.8
14568,2024-01-17,233.86
2745,2024-05-30,585.95
6087,2023-11-10,592.3
794,2023-11-30,493.38
14969,2023-12-23,517.07
8790,2024-02-14,425.7
9296,2023-11-23,805.14
14849,2024-05-15,358.7
7678,2024-04-23,965.69
2132,2024-07-08,74.91
6974,2024-07-07,961.14
11394,2024-10-17,120.23
6721,2023-12-04,76.69
3033,2024-10-15,853.13
9544,2024-08-13,598.57
36,2024-03-24,411.69
8194,2024-05-09,993.09
10633,2024-10-22,505.59
4811,2024-02-29,548.48
663,2024-10-09,271.69
11640,2023-12-01,32.55
693,2024-06-15,332.11
359,2024-04-17,136.46
11412,2024-03-24,160.4
558,2024-10-10,284.07
7836,2024-09-01,857.6
3554,2024-09-22,739.5
8451,2024-10-26,932.64
14790,2024-06-17,944.32
11969,2024-06-10,211.82
132,2024-09-27,891.77
7962,2024-02-16,956.85
11106,2024-03-11,873.16
15000,2024-01-08,898.16
10242,2024-07-04,735.05
4407,2024-03-28,567.11
4604,2024-07-02,509.04
4871,2024-04-11,64.37
6318,2024-02-04,268.91
12547,2023-12-15,592.23
11523,2024-04-07,750.22
10877,2024-10-26,236.77
846,2024-04-14,593.59
13939,2024-06-09,371.53
4022,2024-02-15,630.56
14299,2024-07-11,665.27
11714,2023-12-10,227.85
4607,2023-12-08,728.86
2678,2024-07-06,59.99
13604,2024-04-22,842.96
11887,2024-08-29,905.07
11910,2024-04-30,910.97
4817,2024-03-10,71.32
7082,2024-07-08,557.04
12090,2024-05-16,719.63
3874,2024-10-01,516.86
7391,2024-08-18,529.33
2898,2024-02-05,883.68
10266,2024-06-03,228.84
2231,2024-05-02,597.5
12191,2024-06-15,866.12
7437,2024-03-04,818.78
11964,2024-06-29,380.08
630,2024-08-23,184.22
4529,2024-07-10,477.11
14050,2024-10-27,141.21
11139,2023-12-23,389.71
10525,2024-09-14,95.12
5902,2024-06-15,576.34
6575,2024-06-26,501.63
7841,2024-02-10,163.91
11576,2024-04-05,641.06
14307,2024-08-20,586.11
3072,2023-12-05,713.13
2610,2024-01-31,988.95
6849,2024-03-28,634.27
2552,2024-01-07,227.42
8956,2024-04-22,952.07
8069,2024-04-20,270.98
3776,2024-05-20,755.7
9015,2024-09-04,764.63
9719,2024-05-17,937.86
1321,2024-05-19,699.66
5651,2024-07-08,349.39
4273,2024-09-19,655.06
10094,2024-10-11,806.73
13518,2024-02-18,291.22
9539,2023-12-01,125.43
9119,2024-09-17,264.11
7063,2024-10-15,571.22
14430,2024-09-01,903.23
7225,2024-08-19,381.94
2866,2024-01-10,685.68
1617,2023-11-17,743.46
4455,2024-03-23,914.62
7351,2024-11-04,731
7346,2023-12-29,877.44
1754,2023-11-26,948.12
10808,2024-06-02,751.53
14946,2024-04-14,170.67
396,2024-10-29,160.77
8562,2024-03-18,737.04
13218,2024-07-19,460.28
2359,2024-07-19,697.66
11233,2024-09-16,310.97
9759,2024-05-23,676.7
11264,2024-02-14,540.44
5615,2024-02-02,45.19
4308,2024-08-26,45.22
4617,2024-08-05,872.58
1015,2024-02-02,618.46
4739,2024-07-17,967.6
2387,2023-11-22,60.65
434,2024-04-09,420.3
3154,2023-12-02,448.33
12056,2024-03-06,71.99
2013,2024-02-23,187.75
2168,2024-08-19,653.62
4372,2024-07-01,146.96
7592,2024-03-30,777.16
226,2024-06-05,331.45
5883,2024-06-03,63.97
3522,2023-11-17,756.19
11535,2024-01-13,310.75
7230,2024-07-15,629.07
10909,2023-11-12,454.47
2863,2024-10-19,855.34
127,2024-09-03,227.64
1310,2024-08-21,729.63
7819,2023-12-28,992.92
988,2024-01-26,216.07
12738,2023-12-24,932.94
4878,2024-10-01,241.75
10405,2024-05-22,852.44
7585,2024-02-03,694.22
4984,2023-11-05,611.94
9808,2024-04-10,560.29
12864,2024-05-27,767.41
10030,2024-08-28,741.85
11738,2024-10-18,611.91
5721,2024-01-08,687.03
8169,2024-06-09,716.13
13359,2024-02-13,149.37
12159,2024-06-21,702.53
10332,2024-10-14,979.01
10218,2024-07-18,574.23
13637,2023-11-29,662.59
10888,2023-12-31,508.66
8236,2024-10-10,213.88
778,2024-08-10,672.15
6560,2024-06-20,545.34
10191,2023-11-18,204.08
12194,2023-11-24,610.83
7731,2024-09-29,291.9
5327,2024-08-23,242.6
4833,2024-01-12,360.05
14509,2024-06-11,344.6
4911,2024-09-01,439.59
3123,2024-06-16,579.06
6666,2024-08-27,531.65
4940,2024-04-15,101.89
2005,2024-02-02,536.58
965,2024-05-04,699.62
4931,2024-02-23,390.56
12333,2024-10-08,164.48
14083,2024-07-14,612.65
5259,2024-03-25,381.25
14004,2024-05-05,685.74
5116,2024-04-18,995.96
7599,2024-07-29,790.01
10742,2024-05-22,620.89
8300,2024-04-18,467.16
11490,2024-06-23,437.69
12617,2024-09-07,879.89
7765,2023-12-05,295.24
10080,2024-06-12,687.37
8370,2024-07-08,596.24
3527,2023-11-16,576.48
381,2023-12-07,846.04
4131,2023-12-21,891.38
3349,2024-02-17,770.19
1841,2024-08-01,384.53
14202,2024-09-29,870.48
9461,2024-02-11,943.38
7159,2023-11-17,945.92
11723,2023-12-17,100.08
6847,2024-08-20,135.4
12795,2024-03-31,491.38
14621,2024-07-10,666.37
967,2024-06-15,88.95
14931,2024-04-02,156.4
3244,2024-03-02,182.8
7539,2024-02-26,83.99
3880,2024-04-02,40.69
5707,2024-02-11,782.57
8768,2024-10-08,101.41
10929,2024-05-02,833.44
8617,2024-10-22,386.24
10272,2024-06-09,398.71
6290,2024-05-03,470.58
3719,2024-01-31,133.69
13957,2023-11-24,299.62
10304,2024-06-18,404.18
12611,2024-08-25,558.67
9623,2023-11-21,528.85
4505,2023-11-23,857.86
11748,2024-03-03,806.05
12015,2024-11-03,833.71
492,2023-11-29,658.8
4004,2024-04-23,633.88
12064,2024-06-24,778.15
7330,2023-12-22,515.87
3425,2024-07-04,800.42
12514,2024-07-11,796.8
7900,2024-06-11,753.14
4008,2024-10-08,127.96
10626,2024-09-17,823.78
1907,2023-12-20,365.09
6572,2023-11-13,934.29
3947,2024-04-13,856.32
2047,2024-08-12,510.3
11262,2024-05-17,901.47
2930,2023-12-22,928.08
9809,2024-03-10,193.25
14814,2023-11-10,621.48
7239,2024-03-29,257.76
7736,2024-09-30,731.73
158,2024-06-17,919.25
5770,2024-08-26,239.15
8752,2024-01-22,712.46
12969,2024-10-10,574.03
8466,2023-12-22,421.71
14614,2024-01-05,882.72
1427,2024-04-10,833.02
3406,2024-06-19,643.86
3333,2024-07-25,136.24
702,2024-06-12,96.31
8123,2024-08-16,921.13
3042,2024-01-10,786.48
4501,2023-12-07,201.96
7663,2024-05-01,629.04
9363,2024-09-14,817.58
7383,2023-12-12,635.63
7575,2024-08-24,458.59
12284,2024-09-13,135.8
6942,2024-06-08,542.19
2824,2024-01-14,725.08
6646,2024-04-11,905.91
2854,2024-03-01,98.64
10756,2024-09-22,63.23
4266,2024-09-12,124.17
2783,2024-07-21,202.22
9262,2023-12-05,67.08
533,2024-10-14,941.56
4844,2024-07-21,425.68
14304,2024-10-02,306.78
288,2024-03-03,415.89
12261,2024-04-27,372.55
12172,2024-10-09,251.37
6396,2024-03-06,811.06
3778,2024-02-15,531.13
14740,2024-09-08,332.68
8770,2023-12-08,850.34
2847,2024-03-20,979.83
6704,2024-02-13,497.5
7365,2024-08-23,561.1
4325,2024-02-06,668.23
3574,2024-02-20,799.02
10941,2024-02-28,59.4
12528,2024-08-19,39.25
1757,2024-04-05,491.22
2412,2023-11-09,730.59
11485,2024-09-10,620.59
8201,2024-06-11,709.32
3008,2023-12-24,940.26
5326,2024-09-25,88.22
13283,2024-04-05,520.18
5971,2024-03-10,508.93
11137,2024-05-02,465.51
2329,2024-05-20,773.37
9529,2024-05-03,981.33
5023,2024-01-08,518.49
3531,2024-05-10,751.58
1758,2024-10-31,698.03
3513,2024-05-27,114.18
9863,2024-10-14,365.06
3661,2024-01-19,370.84
5158,2024-01-24,98.78
1466,2024-05-11,490.44
5623,2024-07-21,235.56
5399,2024-04-04,834.73
2871,2024-06-18,292.79
2373,2024-10-13,29.61
7224,2024-09-26,873.85
7761,2024-05-15,494.6
328,2023-12-12,716.16
14021,2024-02-06,233.85
9456,2024-03-03,485.08
6929,2024-07-26,558.59
7213,2024-01-06,950.62
14910,2024-04-25,151.93
9419,2024-04-10,411.31
5571,2024-06-13,768.72
3819,2024-08-08,739.42
3827,2023-12-01,205.93
9752,2024-08-30,916.53
13745,2024-10-19,189.96
10061,2024-03-06,146.27
8436,2023-12-28,126.09
5851,2024-08-16,225.37
13477,2024-02-18,789.89
14219,2024-04-19,913.15
8038,2024-02-14,599.1
9142,2024-10-23,951.52
13675,2023-11-22,402.51
203,2023-11-22,239.17
13815,2024-02-02,35.04
10673,2023-12-04,479.13
9360,2024-02-06,97.96
10430,2024-03-04,331.55
6430,2023-12-22,618.69
8498,2024-03-01,915.43
8051,2023-12-29,257.4
13482,2023-11-08,852.24
4484,2024-08-30,327.56
14137,2024-05-18,502.25
14291,2023-11-24,931.41
8954,2023-12-03,172.69
12423,2024-10-11,748.91
9884,2024-08-24,75.05
666,2024-06-14,276.69
12467,2024-05-29,399.88
5678,2024-05-07,297.94
6684,2024-07-24,834.55
11248,2024-08-24,750.98
4404,2023-12-08,684.46
747,2024-04-21,116.74
14581,2024-05-07,465.04
8060,2024-02-26,933.99
627,2024-07-13,182.6
2297,2024-04-16,847.03
3736,2024-01-30,42.96
5441,2023-12-16,852.98
11477,2024-07-19,922.41
11109,2024-02-26,793.02
4794,2024-04-09,624.49
12982,2024-04-22,202.54
3074,2024-02-28,857.76
12108,2024-06-09,549.97
14825,2024-05-20,942.33
13819,2024-08-07,494.68
13882,2024-08-09,33.31
2912,2024-10-12,885.17
1021,2024-07-04,101.87
2150,2024-03-05,815.36
11126,2024-04-10,1501.64
5573,2024-05-30,1811.84
13631,2024-07-03,620.74
3842,2024-05-02,352.06
13503,2024-07-29,1253.54
1278,2023-12-03,878.96
14819,2024-03-14,1180.22
11350,2024-04-09,579.58
11318,2024-07-19,642.3
3152,2023-12-16,907.78
9235,2024-08-11,1171.62
13890,2024-06-26,909.08
1847,2024-11-03,1715.56
442,2023-12-26,565.66
7903,2024-01-29,1271.84
12459,2024-10-03,1024.02
9973,2024-09-22,1044.76
11581,2023-12-15,1405
1316,2024-10-12,118.96
11596,2024-01-12,1463.62
2293,2024-09-27,281.82
6918,2024-06-26,1349.9
3576,2024-04-28,1342.3
13162,2024-01-14,1770.76
9723,2023-12-05,911.52
10507,2023-12-14,911.94
950,2024-09-12,258.62
11192,2024-03-03,1449.82
11543,2023-12-26,1137.96
10032,2024-09-25,1779.84
5356,2024-09-30,1409.26
2195,2024-04-12,464.38
14753,2024-02-19,841.06
4672,2023-11-07,194.18
13749,2024-09-07,794.62
3334,2024-11-01,914.24
5803,2024-08-16,795.36
13215,2024-08-16,1527.34
11811,2024-04-03,111.78
552,2024-03-07,613.6
9521,2024-05-13,511.82
13646,2024-07-08,796.74
1705,2024-10-13,873.22
6402,2023-11-07,1563.02
13120,2024-09-04,273.56
13571,2024-06-25,150.14
4819,2024-10-05,709.3
455,2024-08-12,1647.02
3457,2023-12-11,315.68
11344,2023-12-13,148.26
11851,2024-02-13,534.42
2015,2024-07-14,1675.34
13007,2023-11-24,1883.46
1435,2024-09-20,1325.88
8358,2024-08-27,573.06
9319,2024-01-23,773.14
11592,2024-06-08,159.78
2243,2024-10-24,1554.56
2987,2023-12-03,1732.7
489,2024-07-04,1651.08
799,2024-04-04,1488.24
6922,2023-12-22,1547.7
2070,2023-12-23,1415.44
11418,2024-02-08,801.56
4439,2024-02-02,710.08
7360,2024-05-12,537.32
3523,2024-10-03,1182.82
528,2023-12-11,397.4
12033,2024-08-12,1096.56
5802,2023-12-06,609.72
4828,2023-11-21,307.64
4477,2024-04-13,1602.32
4464,2024-06-21,1230.1
1492,2023-12-21,364.98
9428,2024-10-01,487.3
12571,2024-04-07,1569.22
649,2024-08-24,1993.76
5304,2023-11-08,1899.48
6071,2024-02-25,122.94
3127,2024-06-03,1582.82
5404,2024-09-29,1191.52
7242,2024-10-15,591.98
7943,2024-09-21,1024.26
14164,2024-01-15,1016.4
467,2024-01-30,1785.6
104,2024-01-27,1648.4
10993,2024-04-19,904.58
4974,2024-07-28,233.18
14494,2024-09-16,605.16
8213,2024-10-04,898.22
3382,2024-02-21,995.36
10279,2024-03-18,1907.02
2134,2024-03-20,994.7
3438,2024-06-07,492.36
1180,2024-03-20,313.66
1352,2024-03-24,692.1
14620,2024-02-14,1869.88
949,2023-12-08,1468.54
13372,2023-11-07,1013.98
2520,2024-01-25,1761.6
3474,2024-04-05,342.66
8268,2024-08-26,1389.74
578,2024-05-14,798.24
273,2024-09-07,658.7
14843,2024-04-02,1745.62
8957,2024-09-13,416.16
13919,2024-05-05,653.06
13193,2024-09-13,1286.38
8996,2024-06-03,1517.14
7349,2024-01-09,1020.26
2179,2024-03-11,1569.28
1161,2023-12-01,1776.72
2447,2024-09-04,1099.82
6505,2023-12-24,1766.44
6964,2024-10-13,1230.6
112,2024-06-25,1637.7
13470,2024-06-22,857.08
9653,2024-10-29,912.94
5974,2024-06-17,931.74
8432,2023-12-05,317.72
5384,2024-07-23,986.98
13273,2024-06-06,1115.26
7052,2024-01-19,386.52
3327,2024-01-01,807.1
14599,2023-11-06,718.88
6676,2024-08-17,772.02
2577,2024-09-09,993.68
9334,2024-07-04,583.66
583,2024-06-19,757.82
3764,2024-06-16,1443.86
2836,2023-12-29,1707.34
10338,2024-02-25,1934.82
3680,2024-02-04,627.92
10084,2024-03-12,1303.8
10991,2024-07-16,697.12
9649,2024-07-02,995.76
4093,2024-05-12,687.28
7124,2024-09-25,729.68
9406,2023-11-11,1731.18
4787,2024-10-14,230.76
3666,2024-08-08,1594.36
3771,2024-03-29,76.96
10732,2024-01-27,809.68
13603,2024-03-19,1752.14
885,2024-04-21,1658.9
3187,2024-05-17,525.32
14000,2024-08-08,1466.42
